Year,STATE/UT,DISTRICT,Assault_on_women_with_intent_to_outrage_her_modesty
2002,karnataka,gulbarga,119
2003,karnataka,gulbarga,150
2004,karnataka,gulbarga,122
2005,karnataka,gulbarga,119
2006,karnataka,gulbarga,78
2007,karnataka,gulbarga,91
2008,karnataka,gulbarga,75
2009,karnataka,gulbarga,68
2010,karnataka,gulbarga,56
2011,karnataka,gulbarga,111
2012,karnataka,gulbarga,132
2013,karnataka,gulbarga,125
2001,jharkhand,gumla,2
2002,jharkhand,gumla,4
2003,jharkhand,gumla,14
2004,jharkhand,gumla,4
2005,jharkhand,gumla,10
2006,jharkhand,gumla,12
2007,jharkhand,gumla,11
2008,jharkhand,gumla,11
2009,jharkhand,gumla,7
2010,jharkhand,gumla,8
2011,jharkhand,gumla,10
2012,jharkhand,gumla,9
2013,jharkhand,gumla,15
2001,madhyapradesh,guna,317
2002,madhyapradesh,guna,339
2003,madhyapradesh,guna,175
2004,madhyapradesh,guna,161
2005,madhyapradesh,guna,176
2006,madhyapradesh,guna,162
2007,madhyapradesh,guna,166
2008,madhyapradesh,guna,134
2009,madhyapradesh,guna,124
2010,madhyapradesh,guna,150
2011,madhyapradesh,guna,122
2012,madhyapradesh,guna,131
2013,madhyapradesh,guna,157
2001,andhrapradesh,guntakal_rly.,1
2002,andhrapradesh,guntakal_rly.,3
2003,andhrapradesh,guntakal_rly.,2
2004,andhrapradesh,guntakal_rly.,1
2005,andhrapradesh,guntakal_rly.,1
2006,andhrapradesh,guntakal_rly.,2
2007,andhrapradesh,guntakal_rly.,0
2008,andhrapradesh,guntakal_rly.,3
2009,andhrapradesh,guntakal_rly.,3
2010,andhrapradesh,guntakal_rly.,2
2011,andhrapradesh,guntakal_rly.,0
2012,andhrapradesh,guntakal_rly.,1
2013,andhrapradesh,guntakal_rly.,3
2001,andhrapradesh,guntur,139
2002,andhrapradesh,guntur,186
2003,andhrapradesh,guntur,228
2004,andhrapradesh,guntur,186
2005,andhrapradesh,guntur,166
2006,andhrapradesh,guntur,281
2007,andhrapradesh,guntur,292
2008,andhrapradesh,guntur,306
2009,andhrapradesh,guntur,340
2010,andhrapradesh,guntur,282
2011,andhrapradesh,guntur,223
2012,andhrapradesh,guntur,252
2013,andhrapradesh,guntur,296
2001,punjab,gurdaspur,4
2002,punjab,gurdaspur,10
2003,punjab,gurdaspur,4
2004,punjab,gurdaspur,6
2005,punjab,gurdaspur,11
2006,punjab,gurdaspur,12
2007,punjab,gurdaspur,15
2008,punjab,gurdaspur,15
2009,punjab,gurdaspur,12
2010,punjab,gurdaspur,19
2011,punjab,gurdaspur,17
2012,punjab,gurdaspur,11
2013,punjab,gurdaspur,41
2001,haryana,gurgaon,21
2002,haryana,gurgaon,35
2003,haryana,gurgaon,17
2004,haryana,gurgaon,21
2005,haryana,gurgaon,20
2006,haryana,gurgaon,32
2007,haryana,gurgaon,36
2008,haryana,gurgaon,27
2009,haryana,gurgaon,21
2010,haryana,gurgaon,30
2011,haryana,gurgaon,27
2012,haryana,gurgaon,18
2013,haryana,gurgaon,97
2001,assam,guwahati_city,67
2002,assam,guwahati_city,41
2003,assam,guwahati_city,52
2004,assam,guwahati_city,45
2005,assam,guwahati_city,37
2006,assam,guwahati_city,180
2007,assam,guwahati_city,24
2008,assam,guwahati_city,169
2009,assam,guwahati_city,162
2010,assam,guwahati_city,119
2011,assam,guwahati_city,112
2012,assam,guwahati_city,90
2013,assam,guwahati_city,207
2001,madhyapradesh,gwalior,139
2002,madhyapradesh,gwalior,150
2003,madhyapradesh,gwalior,161
2004,madhyapradesh,gwalior,180
2005,madhyapradesh,gwalior,164
2006,madhyapradesh,gwalior,186
2007,madhyapradesh,gwalior,170
2008,madhyapradesh,gwalior,126
2009,madhyapradesh,gwalior,183
2010,madhyapradesh,gwalior,180
2011,madhyapradesh,gwalior,170
2012,madhyapradesh,gwalior,158
2013,madhyapradesh,gwalior,369
2001,assam,hailakandi,27
2002,assam,hailakandi,30
2003,assam,hailakandi,29
2004,assam,hailakandi,4
2005,assam,hailakandi,6
2006,assam,hailakandi,9
2007,assam,hailakandi,15
2008,assam,hailakandi,8
2009,assam,hailakandi,12
2010,assam,hailakandi,16
2011,assam,hailakandi,27
2012,assam,hailakandi,52
2013,assam,hailakandi,7
2001,himachalpradesh,hamirpur,17
2001,uttarpradesh,hamirpur,32
2002,himachalpradesh,hamirpur,17
2002,uttarpradesh,hamirpur,34
2003,himachalpradesh,hamirpur,13
2003,uttarpradesh,hamirpur,15
2004,himachalpradesh,hamirpur,24
2004,uttarpradesh,hamirpur,23
2005,himachalpradesh,hamirpur,11
2005,uttarpradesh,hamirpur,17
2006,himachalpradesh,hamirpur,18
2006,uttarpradesh,hamirpur,16
2007,himachalpradesh,hamirpur,29
2007,uttarpradesh,hamirpur,16
2008,himachalpradesh,hamirpur,15
2008,uttarpradesh,hamirpur,13
2009,himachalpradesh,hamirpur,22
2009,uttarpradesh,hamirpur,21
2010,himachalpradesh,hamirpur,27
2010,uttarpradesh,hamirpur,25
2011,himachalpradesh,hamirpur,17
2011,uttarpradesh,hamirpur,33
2012,himachalpradesh,hamirpur,20
2012,uttarpradesh,hamirpur,37
2013,himachalpradesh,hamirpur,31
2013,uttarpradesh,hamirpur,117
2001,rajasthan,hanumangarh,98
2002,rajasthan,hanumangarh,95
2003,rajasthan,hanumangarh,93
2004,rajasthan,hanumangarh,91
2005,rajasthan,hanumangarh,58
2006,rajasthan,hanumangarh,65
2007,rajasthan,hanumangarh,53
2008,rajasthan,hanumangarh,68
2009,rajasthan,hanumangarh,60
2010,rajasthan,hanumangarh,98
2011,rajasthan,hanumangarh,66
2012,rajasthan,hanumangarh,43
2013,rajasthan,hanumangarh,121
2001,madhyapradesh,harda,35
2002,madhyapradesh,harda,42
2003,madhyapradesh,harda,52
2004,madhyapradesh,harda,30
2005,madhyapradesh,harda,41
2006,madhyapradesh,harda,37
2007,madhyapradesh,harda,41
2008,madhyapradesh,harda,42
2009,madhyapradesh,harda,36
2010,madhyapradesh,harda,54
2011,madhyapradesh,harda,59
2012,madhyapradesh,harda,51
2013,madhyapradesh,harda,48
2001,uttarpradesh,hardoi,86
2002,uttarpradesh,hardoi,54
2003,uttarpradesh,hardoi,30
2004,uttarpradesh,hardoi,68
2005,uttarpradesh,hardoi,51
2006,uttarpradesh,hardoi,55
2007,uttarpradesh,hardoi,45
2008,uttarpradesh,hardoi,67
2009,uttarpradesh,hardoi,61
2010,uttarpradesh,hardoi,50
2011,uttarpradesh,hardoi,55
2012,uttarpradesh,hardoi,54
2013,uttarpradesh,hardoi,131
2001,uttarakhand,haridwar,21
2002,uttarakhand,haridwar,41
2003,uttarakhand,haridwar,21
2004,uttarakhand,haridwar,28
2005,uttarakhand,haridwar,20
2006,uttarakhand,haridwar,45
2007,uttarakhand,haridwar,31
2008,uttarakhand,haridwar,29
2009,uttarakhand,haridwar,30
2010,uttarakhand,haridwar,31
2011,uttarakhand,haridwar,30
2012,uttarakhand,haridwar,38
2013,uttarakhand,haridwar,76
2001,karnataka,hassan,75
2002,karnataka,hassan,64
2003,karnataka,hassan,78
2004,karnataka,hassan,49
2005,karnataka,hassan,49
2006,karnataka,hassan,62
2007,karnataka,hassan,77
2008,karnataka,hassan,76
2009,karnataka,hassan,75
2010,karnataka,hassan,134
2011,karnataka,hassan,106
2012,karnataka,hassan,120
2013,karnataka,hassan,182
2001,uttarpradesh,hathras,63
2002,uttarpradesh,hathras,41
2003,uttarpradesh,hathras,19
2004,uttarpradesh,hathras,39
2005,uttarpradesh,hathras,34
2006,uttarpradesh,hathras,50
2007,uttarpradesh,hathras,48
2008,uttarpradesh,hathras,43
2009,uttarpradesh,hathras,33
2010,uttarpradesh,hathras,45
2011,uttarpradesh,hathras,42
2012,uttarpradesh,hathras,39
2013,uttarpradesh,hathras,73
2001,karnataka,haveri,42
2002,karnataka,haveri,27
2003,karnataka,haveri,33
2004,karnataka,haveri,28
2005,karnataka,haveri,27
2006,karnataka,haveri,37
2007,karnataka,haveri,35
2008,karnataka,haveri,48
2009,karnataka,haveri,50
2010,karnataka,haveri,65
2011,karnataka,haveri,76
2012,karnataka,haveri,72
2013,karnataka,haveri,80
2001,jharkhand,hazaribagh,15
2002,jharkhand,hazaribagh,27
2003,jharkhand,hazaribagh,57
2004,jharkhand,hazaribagh,27
2005,jharkhand,hazaribagh,32
2006,jharkhand,hazaribagh,70
2007,jharkhand,hazaribagh,40
2008,jharkhand,hazaribagh,31
2009,jharkhand,hazaribagh,9
2010,jharkhand,hazaribagh,18
2011,jharkhand,hazaribagh,25
2012,jharkhand,hazaribagh,9
2013,jharkhand,hazaribagh,35
2001,gujarat,himatnagar,51
2002,gujarat,himatnagar,55
2003,gujarat,himatnagar,47
2004,gujarat,himatnagar,61
2005,gujarat,himatnagar,42
2006,gujarat,himatnagar,25
2007,gujarat,himatnagar,33
2008,gujarat,himatnagar,22
2009,gujarat,himatnagar,23
2010,gujarat,himatnagar,26
2011,gujarat,himatnagar,29
2012,gujarat,himatnagar,22
2013,gujarat,himatnagar,33
2001,maharashtra,hingoli,44
2002,maharashtra,hingoli,36
2003,maharashtra,hingoli,36
2004,maharashtra,hingoli,29
2005,maharashtra,hingoli,45
2006,maharashtra,hingoli,41
2007,maharashtra,hingoli,45
2008,maharashtra,hingoli,54
2009,maharashtra,hingoli,27
2010,maharashtra,hingoli,33
2011,maharashtra,hingoli,42
2012,maharashtra,hingoli,33
2013,maharashtra,hingoli,55
2001,haryana,hissar,33
2002,haryana,hissar,31
2003,haryana,hissar,35
2004,haryana,hissar,18
2005,haryana,hissar,31
2006,haryana,hissar,19
2007,haryana,hissar,19
2008,haryana,hissar,25
2009,haryana,hissar,27
2010,haryana,hissar,24
2011,haryana,hissar,37
2012,haryana,hissar,39
2013,haryana,hissar,118
2001,westbengal,hooghly,39
2002,westbengal,hooghly,26
2003,westbengal,hooghly,25
2004,westbengal,hooghly,37
2005,westbengal,hooghly,31
2006,westbengal,hooghly,37
2007,westbengal,hooghly,48
2008,westbengal,hooghly,19
2009,westbengal,hooghly,24
2010,westbengal,hooghly,47
2011,westbengal,hooghly,38
2012,westbengal,hooghly,86
2013,westbengal,hooghly,143
2001,madhyapradesh,hoshangabad,109
2002,madhyapradesh,hoshangabad,122
2003,madhyapradesh,hoshangabad,127
2004,madhyapradesh,hoshangabad,132
2005,madhyapradesh,hoshangabad,124
2006,madhyapradesh,hoshangabad,112
2007,madhyapradesh,hoshangabad,110
2008,madhyapradesh,hoshangabad,130
2009,madhyapradesh,hoshangabad,114
2010,madhyapradesh,hoshangabad,140
2011,madhyapradesh,hoshangabad,149
2012,madhyapradesh,hoshangabad,129
2013,madhyapradesh,hoshangabad,152
2001,punjab,hoshiarpur,13
2002,punjab,hoshiarpur,12
2003,punjab,hoshiarpur,13
2004,punjab,hoshiarpur,11
2005,punjab,hoshiarpur,11
2006,punjab,hoshiarpur,14
2007,punjab,hoshiarpur,18
2008,punjab,hoshiarpur,21
2009,punjab,hoshiarpur,12
2010,punjab,hoshiarpur,17
2011,punjab,hoshiarpur,13
2012,punjab,hoshiarpur,14
2013,punjab,hoshiarpur,54
2001,westbengal,howrah,13
2002,westbengal,howrah,9
2003,westbengal,howrah,7
2004,westbengal,howrah,32
2005,westbengal,howrah,38
2006,westbengal,howrah,75
2007,westbengal,howrah,87
2008,westbengal,howrah,63
2009,westbengal,howrah,76
2010,westbengal,howrah,121
2011,westbengal,howrah,75
2012,westbengal,howrah,99
2013,westbengal,howrah,131
2001,westbengal,howrah_g.r.p.,9
2002,westbengal,howrah_g.r.p.,5
2003,westbengal,howrah_g.r.p.,5
2004,westbengal,howrah_g.r.p.,4
2005,westbengal,howrah_g.r.p.,4
2006,westbengal,howrah_g.r.p.,5
2007,westbengal,howrah_g.r.p.,4
2008,westbengal,howrah_g.r.p.,5
2009,westbengal,howrah_g.r.p.,2
2010,westbengal,howrah_g.r.p.,8
2011,westbengal,howrah_g.r.p.,5
2012,westbengal,howrah_g.r.p.,4
2013,westbengal,howrah_g.r.p.,9
2001,andhrapradesh,hyderabad_city,118
2002,andhrapradesh,hyderabad_city,138
2003,andhrapradesh,hyderabad_city,165
2004,andhrapradesh,hyderabad_city,144
2005,andhrapradesh,hyderabad_city,119
2006,andhrapradesh,hyderabad_city,189
2007,andhrapradesh,hyderabad_city,216
2008,andhrapradesh,hyderabad_city,231
2009,andhrapradesh,hyderabad_city,295
2010,andhrapradesh,hyderabad_city,171
2011,andhrapradesh,hyderabad_city,157
2012,andhrapradesh,hyderabad_city,145
2013,andhrapradesh,hyderabad_city,225
2001,kerala,idukki,145
2002,kerala,idukki,120
2003,kerala,idukki,93
2004,kerala,idukki,101
2005,kerala,idukki,125
2006,kerala,idukki,133
2007,kerala,idukki,155
2008,kerala,idukki,131
2009,kerala,idukki,130
2010,kerala,idukki,177
2011,kerala,idukki,169
2012,kerala,idukki,189
2013,kerala,idukki,218
2001,madhyapradesh,indore,215
2002,madhyapradesh,indore,217
2003,madhyapradesh,indore,240
2004,madhyapradesh,indore,269
2005,madhyapradesh,indore,221
2006,madhyapradesh,indore,253
2007,madhyapradesh,indore,276
2008,madhyapradesh,indore,343
2009,madhyapradesh,indore,419
2010,madhyapradesh,indore,338
2011,madhyapradesh,indore,339
2012,madhyapradesh,indore,405
2013,madhyapradesh,indore,369
2001,madhyapradesh,indore_rly.,5
2002,madhyapradesh,indore_rly.,7
2003,madhyapradesh,indore_rly.,3
2004,madhyapradesh,indore_rly.,5
2005,madhyapradesh,indore_rly.,6
2006,madhyapradesh,indore_rly.,4
2007,madhyapradesh,indore_rly.,7
2008,madhyapradesh,indore_rly.,5
2009,madhyapradesh,indore_rly.,1
2010,madhyapradesh,indore_rly.,2
2011,madhyapradesh,indore_rly.,4
2012,madhyapradesh,indore_rly.,3
2013,madhyapradesh,indore_rly.,9
2001,madhyapradesh,jabalpur,264
2002,madhyapradesh,jabalpur,250
2003,madhyapradesh,jabalpur,297
2004,madhyapradesh,jabalpur,227
2005,madhyapradesh,jabalpur,310
2006,madhyapradesh,jabalpur,228
2007,madhyapradesh,jabalpur,290
2008,madhyapradesh,jabalpur,288
2009,madhyapradesh,jabalpur,221
2010,madhyapradesh,jabalpur,189
2011,madhyapradesh,jabalpur,269
2012,madhyapradesh,jabalpur,253
2013,madhyapradesh,jabalpur,303
2001,madhyapradesh,jabalpur_rly.,4
2002,madhyapradesh,jabalpur_rly.,3
2003,madhyapradesh,jabalpur_rly.,4
2004,madhyapradesh,jabalpur_rly.,5
2005,madhyapradesh,jabalpur_rly.,10
2006,madhyapradesh,jabalpur_rly.,7
2007,madhyapradesh,jabalpur_rly.,5
2008,madhyapradesh,jabalpur_rly.,7
2009,madhyapradesh,jabalpur_rly.,6
2010,madhyapradesh,jabalpur_rly.,1
2011,madhyapradesh,jabalpur_rly.,3
2012,madhyapradesh,jabalpur_rly.,13
2013,madhyapradesh,jabalpur_rly.,13
2001,odisha,jagatsinghpur,13
2002,odisha,jagatsinghpur,19
2003,odisha,jagatsinghpur,9
2004,odisha,jagatsinghpur,10
2005,odisha,jagatsinghpur,7
2006,odisha,jagatsinghpur,7
2007,odisha,jagatsinghpur,8
2008,odisha,jagatsinghpur,22
2009,odisha,jagatsinghpur,11
2010,odisha,jagatsinghpur,10
2011,odisha,jagatsinghpur,12
2012,odisha,jagatsinghpur,43
2013,odisha,jagatsinghpur,177
2001,chhattisgarh,jagdalpur,49
2002,chhattisgarh,jagdalpur,46
2003,chhattisgarh,jagdalpur,72
2004,chhattisgarh,jagdalpur,69
2005,chhattisgarh,jagdalpur,50
2006,chhattisgarh,jagdalpur,55
2007,chhattisgarh,jagdalpur,45
2008,chhattisgarh,jagdalpur,49
2009,chhattisgarh,jagdalpur,36
2010,chhattisgarh,jagdalpur,33
2011,chhattisgarh,jagdalpur,29
2012,chhattisgarh,jagdalpur,20
2013,chhattisgarh,jagdalpur,30
2001,rajasthan,jaisalmer,21
2002,rajasthan,jaisalmer,13
2003,rajasthan,jaisalmer,16
2004,rajasthan,jaisalmer,14
2005,rajasthan,jaisalmer,16
2006,rajasthan,jaisalmer,14
2007,rajasthan,jaisalmer,9
2008,rajasthan,jaisalmer,19
2009,rajasthan,jaisalmer,18
2010,rajasthan,jaisalmer,25
2011,rajasthan,jaisalmer,17
2012,rajasthan,jaisalmer,20
2013,rajasthan,jaisalmer,88
2001,odisha,jajpur,16
2002,odisha,jajpur,18
2003,odisha,jajpur,18
2004,odisha,jajpur,25
2005,odisha,jajpur,37
2006,odisha,jajpur,69
2007,odisha,jajpur,101
2008,odisha,jajpur,98
2009,odisha,jajpur,86
2010,odisha,jajpur,64
2011,odisha,jajpur,94
2012,odisha,jajpur,83
2013,odisha,jajpur,171
2001,uttarpradesh,jalaun,40
2002,uttarpradesh,jalaun,19
2003,uttarpradesh,jalaun,11
2004,uttarpradesh,jalaun,17
2005,uttarpradesh,jalaun,13
2006,uttarpradesh,jalaun,31
2007,uttarpradesh,jalaun,42
2008,uttarpradesh,jalaun,34
2009,uttarpradesh,jalaun,41
2010,uttarpradesh,jalaun,28
2011,uttarpradesh,jalaun,18
2012,uttarpradesh,jalaun,32
2013,uttarpradesh,jalaun,52
2001,maharashtra,jalgaon,76
2002,maharashtra,jalgaon,78
2003,maharashtra,jalgaon,79
2004,maharashtra,jalgaon,83
2005,maharashtra,jalgaon,92
2006,maharashtra,jalgaon,111
2007,maharashtra,jalgaon,75
2008,maharashtra,jalgaon,107
2009,maharashtra,jalgaon,109
2010,maharashtra,jalgaon,143
2011,maharashtra,jalgaon,146
2012,maharashtra,jalgaon,134
2013,maharashtra,jalgaon,238
2001,maharashtra,jalna,56
2002,maharashtra,jalna,25
2003,maharashtra,jalna,53
2004,maharashtra,jalna,49
2005,maharashtra,jalna,53
2006,maharashtra,jalna,58
2007,maharashtra,jalna,43
2008,maharashtra,jalna,53
2009,maharashtra,jalna,54
2010,maharashtra,jalna,81
2011,maharashtra,jalna,73
2012,maharashtra,jalna,89
2013,maharashtra,jalna,132
2001,rajasthan,jalore,61
2002,rajasthan,jalore,77
2003,rajasthan,jalore,72
2004,rajasthan,jalore,45
2005,rajasthan,jalore,42
2006,rajasthan,jalore,41
2007,rajasthan,jalore,62
2008,rajasthan,jalore,50
2009,rajasthan,jalore,39
2010,rajasthan,jalore,36
2011,rajasthan,jalore,24
2012,rajasthan,jalore,40
2013,rajasthan,jalore,72
2001,westbengal,jalpaiguri,47
2002,westbengal,jalpaiguri,54
2003,westbengal,jalpaiguri,75
2004,westbengal,jalpaiguri,112
2005,westbengal,jalpaiguri,103
2006,westbengal,jalpaiguri,102
2007,westbengal,jalpaiguri,211
2008,westbengal,jalpaiguri,376
2009,westbengal,jalpaiguri,136
2010,westbengal,jalpaiguri,269
2011,westbengal,jalpaiguri,223
2012,westbengal,jalpaiguri,179
2013,westbengal,jalpaiguri,305
2001,bihar,jamalpur_rly.,1
2002,bihar,jamalpur_rly.,2
2003,bihar,jamalpur_rly.,0
2004,bihar,jamalpur_rly.,1
2005,bihar,jamalpur_rly.,1
2006,bihar,jamalpur_rly.,0
2007,bihar,jamalpur_rly.,2
2008,bihar,jamalpur_rly.,0
2009,bihar,jamalpur_rly.,2
2010,bihar,jamalpur_rly.,3
2011,bihar,jamalpur_rly.,2
2012,bihar,jamalpur_rly.,0
2013,bihar,jamalpur_rly.,0
2001,jammu&kashmir,jammu,40
2002,jammu&kashmir,jammu,20
2003,jammu&kashmir,jammu,12
2004,jammu&kashmir,jammu,24
2005,jammu&kashmir,jammu,22
2006,jammu&kashmir,jammu,28
2007,jammu&kashmir,jammu,23
2008,jammu&kashmir,jammu,31
2009,jammu&kashmir,jammu,29
2010,jammu&kashmir,jammu,36
2011,jammu&kashmir,jammu,38
2012,jammu&kashmir,jammu,44
2013,jammu&kashmir,jammu,72
2001,gujarat,jamnagar,18
2002,gujarat,jamnagar,19
2003,gujarat,jamnagar,20
2004,gujarat,jamnagar,26
2005,gujarat,jamnagar,15
2006,gujarat,jamnagar,14
2007,gujarat,jamnagar,15
2008,gujarat,jamnagar,14
2009,gujarat,jamnagar,18
2010,gujarat,jamnagar,27
2011,gujarat,jamnagar,34
2012,gujarat,jamnagar,40
2013,gujarat,jamnagar,26
2001,jharkhand,jamshedpur,58
2002,jharkhand,jamshedpur,40
2003,jharkhand,jamshedpur,23
2004,jharkhand,jamshedpur,40
2005,jharkhand,jamshedpur,34
2006,jharkhand,jamshedpur,43
2007,jharkhand,jamshedpur,30
2008,jharkhand,jamshedpur,18
2009,jharkhand,jamshedpur,33
2010,jharkhand,jamshedpur,9
2011,jharkhand,jamshedpur,32
2012,jharkhand,jamshedpur,22
2013,jharkhand,jamshedpur,86
2001,jharkhand,jamshedpur_rly.,1
2002,jharkhand,jamshedpur_rly.,5
2003,jharkhand,jamshedpur_rly.,0
2004,jharkhand,jamshedpur_rly.,5
2005,jharkhand,jamshedpur_rly.,3
2006,jharkhand,jamshedpur_rly.,1
2007,jharkhand,jamshedpur_rly.,1
2008,jharkhand,jamshedpur_rly.,1
2009,jharkhand,jamshedpur_rly.,1
2010,jharkhand,jamshedpur_rly.,1
2011,jharkhand,jamshedpur_rly.,5
2012,jharkhand,jamshedpur_rly.,0
2013,jharkhand,jamshedpur_rly.,4
2001,jharkhand,jamtara,13
2002,jharkhand,jamtara,14
2003,jharkhand,jamtara,6
2004,jharkhand,jamtara,14
2005,jharkhand,jamtara,17
2006,jharkhand,jamtara,4
2007,jharkhand,jamtara,11
2008,jharkhand,jamtara,9
2009,jharkhand,jamtara,14
2010,jharkhand,jamtara,9
2011,jharkhand,jamtara,10
2012,jharkhand,jamtara,1
2013,jharkhand,jamtara,9
2001,bihar,jamui,8
2002,bihar,jamui,0
2003,bihar,jamui,12
2004,bihar,jamui,29
2005,bihar,jamui,20
2006,bihar,jamui,7
2007,bihar,jamui,12
2008,bihar,jamui,25
2009,bihar,jamui,7
2010,bihar,jamui,33
2011,bihar,jamui,34
2012,bihar,jamui,2
2013,bihar,jamui,2
2001,chhattisgarh,janjgir,110
2002,chhattisgarh,janjgir,99
2003,chhattisgarh,janjgir,84
2004,chhattisgarh,janjgir,104
2005,chhattisgarh,janjgir,77
2006,chhattisgarh,janjgir,109
2007,chhattisgarh,janjgir,97
2008,chhattisgarh,janjgir,135
2009,chhattisgarh,janjgir,97
2010,chhattisgarh,janjgir,90
2011,chhattisgarh,janjgir,114
2012,chhattisgarh,janjgir,104
2013,chhattisgarh,janjgir,161
2001,chhattisgarh,jashpur,41
2002,chhattisgarh,jashpur,16
2003,chhattisgarh,jashpur,39
2004,chhattisgarh,jashpur,60
2005,chhattisgarh,jashpur,45
2006,chhattisgarh,jashpur,46
2007,chhattisgarh,jashpur,43
2008,chhattisgarh,jashpur,56
2009,chhattisgarh,jashpur,57
2010,chhattisgarh,jashpur,53
2011,chhattisgarh,jashpur,69
2012,chhattisgarh,jashpur,29
2013,chhattisgarh,jashpur,52
2001,uttarpradesh,jaunpur,21
2002,uttarpradesh,jaunpur,18
2003,uttarpradesh,jaunpur,6
2004,uttarpradesh,jaunpur,9
2005,uttarpradesh,jaunpur,15
2006,uttarpradesh,jaunpur,26
2007,uttarpradesh,jaunpur,28
2008,uttarpradesh,jaunpur,38
2009,uttarpradesh,jaunpur,30
2010,uttarpradesh,jaunpur,32
2011,uttarpradesh,jaunpur,22
2012,uttarpradesh,jaunpur,18
2013,uttarpradesh,jaunpur,75
2001,bihar,jehanabad,0
2002,bihar,jehanabad,0
2003,bihar,jehanabad,0
2004,bihar,jehanabad,19
2005,bihar,jehanabad,14
2006,bihar,jehanabad,5
2007,bihar,jehanabad,7
2008,bihar,jehanabad,0
2009,bihar,jehanabad,11
2010,bihar,jehanabad,10
2011,bihar,jehanabad,8
2012,bihar,jehanabad,0
2013,bihar,jehanabad,5
2001,madhyapradesh,jhabua,127
2002,madhyapradesh,jhabua,119
2003,madhyapradesh,jhabua,112
2004,madhyapradesh,jhabua,73
2005,madhyapradesh,jhabua,62
2006,madhyapradesh,jhabua,46
2007,madhyapradesh,jhabua,66
2008,madhyapradesh,jhabua,32
2009,madhyapradesh,jhabua,42
2010,madhyapradesh,jhabua,45
2011,madhyapradesh,jhabua,62
2012,madhyapradesh,jhabua,92
2013,madhyapradesh,jhabua,60
2001,haryana,jhajjar,42
2002,haryana,jhajjar,39
2003,haryana,jhajjar,32
2004,haryana,jhajjar,17
2005,haryana,jhajjar,16
2006,haryana,jhajjar,14
2007,haryana,jhajjar,10
2008,haryana,jhajjar,13
2009,haryana,jhajjar,20
2010,haryana,jhajjar,27
2011,haryana,jhajjar,20
2012,haryana,jhajjar,19
2013,haryana,jhajjar,44
2001,rajasthan,jhalawar,144
2002,rajasthan,jhalawar,150
2003,rajasthan,jhalawar,141
2004,rajasthan,jhalawar,167
2005,rajasthan,jhalawar,160
2006,rajasthan,jhalawar,151
2007,rajasthan,jhalawar,113
2008,rajasthan,jhalawar,144
2009,rajasthan,jhalawar,215
2010,rajasthan,jhalawar,187
2011,rajasthan,jhalawar,201
2012,rajasthan,jhalawar,205
2013,rajasthan,jhalawar,307
2001,uttarpradesh,jhansi,32
2002,uttarpradesh,jhansi,21
2003,uttarpradesh,jhansi,4
2004,uttarpradesh,jhansi,21
2005,uttarpradesh,jhansi,14
2006,uttarpradesh,jhansi,19
2007,uttarpradesh,jhansi,38
2008,uttarpradesh,jhansi,24
2009,uttarpradesh,jhansi,33
2010,uttarpradesh,jhansi,43
2011,uttarpradesh,jhansi,45
2012,uttarpradesh,jhansi,34
2013,uttarpradesh,jhansi,72
2001,odisha,jharsuguda,39
2002,odisha,jharsuguda,27
2003,odisha,jharsuguda,38
2004,odisha,jharsuguda,41
2005,odisha,jharsuguda,52
2006,odisha,jharsuguda,63
2007,odisha,jharsuguda,67
2008,odisha,jharsuguda,67
2009,odisha,jharsuguda,41
2010,odisha,jharsuguda,47
2011,odisha,jharsuguda,45
2012,odisha,jharsuguda,41
2013,odisha,jharsuguda,88
2001,rajasthan,jhunjhunu,50
2002,rajasthan,jhunjhunu,65
2003,rajasthan,jhunjhunu,50
2004,rajasthan,jhunjhunu,55
2005,rajasthan,jhunjhunu,45
2006,rajasthan,jhunjhunu,38
2007,rajasthan,jhunjhunu,39
2008,rajasthan,jhunjhunu,32
2009,rajasthan,jhunjhunu,39
2010,rajasthan,jhunjhunu,45
2011,rajasthan,jhunjhunu,68
2012,rajasthan,jhunjhunu,44
2013,rajasthan,jhunjhunu,40
2001,haryana,jind,22
2002,haryana,jind,10
2003,haryana,jind,7
2004,haryana,jind,2
2005,haryana,jind,2
2006,haryana,jind,17
2007,haryana,jind,14
2008,haryana,jind,21
2009,haryana,jind,33
2010,haryana,jind,27
2011,haryana,jind,15
2012,haryana,jind,27
2013,haryana,jind,69
2001,assam,jorhat,44
2002,assam,jorhat,39
2003,assam,jorhat,26
2004,assam,jorhat,32
2005,assam,jorhat,40
