Year,STATE/UT,DISTRICT,Dowry_Deaths
2004,odisha,rourkela,1
2005,odisha,rourkela,8
2006,odisha,rourkela,10
2007,odisha,rourkela,2
2008,odisha,rourkela,5
2009,odisha,rourkela,5
2010,odisha,rourkela,3
2011,odisha,rourkela,1
2012,odisha,rourkela,2
2013,odisha,rourkela,5
2001,uttarakhand,rudra_prayag,3
2002,uttarakhand,rudra_prayag,4
2003,uttarakhand,rudra_prayag,7
2004,uttarakhand,rudra_prayag,6
2005,uttarakhand,rudra_prayag,3
2006,uttarakhand,rudra_prayag,8
2007,uttarakhand,rudra_prayag,5
2008,uttarakhand,rudra_prayag,0
2009,uttarakhand,rudra_prayag,3
2010,uttarakhand,rudra_prayag,6
2011,uttarakhand,rudra_prayag,3
2012,uttarakhand,rudra_prayag,1
2013,uttarakhand,rudra_prayag,4
2001,madhyapradesh,sagar,29
2002,madhyapradesh,sagar,26
2003,madhyapradesh,sagar,27
2004,madhyapradesh,sagar,40
2005,madhyapradesh,sagar,34
2006,madhyapradesh,sagar,28
2007,madhyapradesh,sagar,30
2008,madhyapradesh,sagar,37
2009,madhyapradesh,sagar,46
2010,madhyapradesh,sagar,35
2011,madhyapradesh,sagar,37
2012,madhyapradesh,sagar,34
2013,madhyapradesh,sagar,36
2001,uttarpradesh,saharanpur,21
2002,uttarpradesh,saharanpur,24
2003,uttarpradesh,saharanpur,10
2004,uttarpradesh,saharanpur,19
2005,uttarpradesh,saharanpur,19
2006,uttarpradesh,saharanpur,16
2007,uttarpradesh,saharanpur,16
2008,uttarpradesh,saharanpur,23
2009,uttarpradesh,saharanpur,35
2010,uttarpradesh,saharanpur,26
2011,uttarpradesh,saharanpur,32
2012,uttarpradesh,saharanpur,27
2013,uttarpradesh,saharanpur,34
2001,bihar,saharsa,7
2002,bihar,saharsa,10
2003,bihar,saharsa,13
2004,bihar,saharsa,11
2005,bihar,saharsa,5
2006,bihar,saharsa,12
2007,bihar,saharsa,14
2008,bihar,saharsa,17
2009,bihar,saharsa,11
2010,bihar,saharsa,9
2011,bihar,saharsa,17
2012,bihar,saharsa,10
2013,bihar,saharsa,10
2001,jharkhand,sahebganj,3
2002,jharkhand,sahebganj,5
2003,jharkhand,sahebganj,9
2004,jharkhand,sahebganj,5
2005,jharkhand,sahebganj,4
2006,jharkhand,sahebganj,5
2007,jharkhand,sahebganj,9
2008,jharkhand,sahebganj,4
2009,jharkhand,sahebganj,4
2010,jharkhand,sahebganj,4
2011,jharkhand,sahebganj,5
2012,jharkhand,sahebganj,6
2013,jharkhand,sahebganj,5
2001,mizoram,saiha,0
2002,mizoram,saiha,0
2003,mizoram,saiha,0
2004,mizoram,saiha,0
2005,mizoram,saiha,2
2006,mizoram,saiha,0
2007,mizoram,saiha,0
2008,mizoram,saiha,0
2009,mizoram,saiha,0
2010,mizoram,saiha,0
2011,mizoram,saiha,0
2012,mizoram,saiha,0
2013,mizoram,saiha,0
2001,tamilnadu,salem_rural,8
2002,tamilnadu,salem_rural,3
2003,tamilnadu,salem_rural,10
2004,tamilnadu,salem_rural,12
2005,tamilnadu,salem_rural,14
2006,tamilnadu,salem_rural,7
2007,tamilnadu,salem_rural,6
2008,tamilnadu,salem_rural,3
2009,tamilnadu,salem_rural,3
2010,tamilnadu,salem_rural,4
2011,tamilnadu,salem_rural,4
2012,tamilnadu,salem_rural,1
2013,tamilnadu,salem_rural,5
2001,tamilnadu,salem_urban,3
2002,tamilnadu,salem_urban,5
2003,tamilnadu,salem_urban,3
2004,tamilnadu,salem_urban,9
2005,tamilnadu,salem_urban,6
2006,tamilnadu,salem_urban,6
2007,tamilnadu,salem_urban,2
2008,tamilnadu,salem_urban,7
2009,tamilnadu,salem_urban,3
2010,tamilnadu,salem_urban,3
2011,tamilnadu,salem_urban,2
2012,tamilnadu,salem_urban,3
2013,tamilnadu,salem_urban,1
2001,bihar,samastipur,11
2002,bihar,samastipur,12
2003,bihar,samastipur,18
2004,bihar,samastipur,44
2005,bihar,samastipur,40
2006,bihar,samastipur,47
2007,bihar,samastipur,55
2008,bihar,samastipur,60
2009,bihar,samastipur,68
2010,bihar,samastipur,62
2011,bihar,samastipur,46
2012,bihar,samastipur,34
2013,bihar,samastipur,32
2001,odisha,sambalpur,0
2002,odisha,sambalpur,5
2003,odisha,sambalpur,1
2004,odisha,sambalpur,0
2005,odisha,sambalpur,3
2006,odisha,sambalpur,7
2007,odisha,sambalpur,5
2008,odisha,sambalpur,6
2009,odisha,sambalpur,0
2010,odisha,sambalpur,2
2011,odisha,sambalpur,2
2012,odisha,sambalpur,0
2013,odisha,sambalpur,9
2001,maharashtra,sangli,12
2002,maharashtra,sangli,4
2003,maharashtra,sangli,7
2004,maharashtra,sangli,3
2005,maharashtra,sangli,7
2006,maharashtra,sangli,8
2007,maharashtra,sangli,11
2008,maharashtra,sangli,12
2009,maharashtra,sangli,12
2010,maharashtra,sangli,18
2011,maharashtra,sangli,5
2012,maharashtra,sangli,8
2013,maharashtra,sangli,8
2001,punjab,sangrur,10
2002,punjab,sangrur,6
2003,punjab,sangrur,12
2004,punjab,sangrur,3
2005,punjab,sangrur,7
2006,punjab,sangrur,7
2007,punjab,sangrur,5
2008,punjab,sangrur,4
2009,punjab,sangrur,9
2010,punjab,sangrur,8
2011,punjab,sangrur,14
2012,punjab,sangrur,7
2013,punjab,sangrur,11
2001,uttarpradesh,sant_kabirnagar,7
2002,uttarpradesh,sant_kabirnagar,6
2003,uttarpradesh,sant_kabirnagar,10
2004,uttarpradesh,sant_kabirnagar,4
2005,uttarpradesh,sant_kabirnagar,6
2006,uttarpradesh,sant_kabirnagar,7
2007,uttarpradesh,sant_kabirnagar,7
2008,uttarpradesh,sant_kabirnagar,7
2009,uttarpradesh,sant_kabirnagar,9
2010,uttarpradesh,sant_kabirnagar,6
2011,uttarpradesh,sant_kabirnagar,6
2012,uttarpradesh,sant_kabirnagar,12
2013,uttarpradesh,sant_kabirnagar,5
2001,jharkhand,saraikela,4
2002,jharkhand,saraikela,3
2003,jharkhand,saraikela,7
2004,jharkhand,saraikela,3
2005,jharkhand,saraikela,3
2006,jharkhand,saraikela,2
2007,jharkhand,saraikela,4
2008,jharkhand,saraikela,5
2009,jharkhand,saraikela,3
2010,jharkhand,saraikela,6
2011,jharkhand,saraikela,8
2012,jharkhand,saraikela,6
2013,jharkhand,saraikela,6
2001,bihar,saran,67
2002,bihar,saran,69
2003,bihar,saran,65
2004,bihar,saran,38
2005,bihar,saran,76
2006,bihar,saran,74
2007,bihar,saran,47
2008,bihar,saran,58
2009,bihar,saran,57
2010,bihar,saran,78
2011,bihar,saran,74
2012,bihar,saran,74
2013,bihar,saran,69
2001,chhattisgarh,sarguja,1
2002,chhattisgarh,sarguja,1
2003,chhattisgarh,sarguja,2
2004,chhattisgarh,sarguja,2
2005,chhattisgarh,sarguja,1
2006,chhattisgarh,sarguja,0
2007,chhattisgarh,sarguja,1
2008,chhattisgarh,sarguja,3
2009,chhattisgarh,sarguja,1
2010,chhattisgarh,sarguja,3
2011,chhattisgarh,sarguja,0
2012,chhattisgarh,sarguja,0
2013,chhattisgarh,sarguja,0
2001,maharashtra,satara,13
2002,maharashtra,satara,13
2003,maharashtra,satara,8
2004,maharashtra,satara,7
2005,maharashtra,satara,6
2006,maharashtra,satara,8
2007,maharashtra,satara,9
2008,maharashtra,satara,3
2009,maharashtra,satara,4
2010,maharashtra,satara,0
2011,maharashtra,satara,2
2012,maharashtra,satara,0
2013,maharashtra,satara,4
2001,madhyapradesh,satna,19
2002,madhyapradesh,satna,37
2003,madhyapradesh,satna,33
2004,madhyapradesh,satna,33
2005,madhyapradesh,satna,34
2006,madhyapradesh,satna,39
2007,madhyapradesh,satna,38
2008,madhyapradesh,satna,32
2009,madhyapradesh,satna,40
2010,madhyapradesh,satna,26
2011,madhyapradesh,satna,20
2012,madhyapradesh,satna,17
2013,madhyapradesh,satna,35
2001,rajasthan,sawai_madhopur,6
2002,rajasthan,sawai_madhopur,2
2003,rajasthan,sawai_madhopur,10
2004,rajasthan,sawai_madhopur,13
2005,rajasthan,sawai_madhopur,8
2006,rajasthan,sawai_madhopur,7
2007,rajasthan,sawai_madhopur,13
2008,rajasthan,sawai_madhopur,6
2009,rajasthan,sawai_madhopur,10
2010,rajasthan,sawai_madhopur,0
2011,rajasthan,sawai_madhopur,4
2012,rajasthan,sawai_madhopur,6
2013,rajasthan,sawai_madhopur,5
2001,westbengal,sealdah_g.r.p.,0
2002,westbengal,sealdah_g.r.p.,0
2003,westbengal,sealdah_g.r.p.,1
2004,westbengal,sealdah_g.r.p.,0
2005,westbengal,sealdah_g.r.p.,1
2006,westbengal,sealdah_g.r.p.,2
2007,westbengal,sealdah_g.r.p.,1
2008,westbengal,sealdah_g.r.p.,0
2009,westbengal,sealdah_g.r.p.,3
2010,westbengal,sealdah_g.r.p.,2
2011,westbengal,sealdah_g.r.p.,0
2012,westbengal,sealdah_g.r.p.,1
2013,westbengal,sealdah_g.r.p.,0
2001,andhrapradesh,secunderabad_rly.,1
2002,andhrapradesh,secunderabad_rly.,0
2003,andhrapradesh,secunderabad_rly.,0
2004,andhrapradesh,secunderabad_rly.,2
2005,andhrapradesh,secunderabad_rly.,2
2006,andhrapradesh,secunderabad_rly.,2
2007,andhrapradesh,secunderabad_rly.,0
2008,andhrapradesh,secunderabad_rly.,0
2009,andhrapradesh,secunderabad_rly.,0
2010,andhrapradesh,secunderabad_rly.,0
2011,andhrapradesh,secunderabad_rly.,1
2012,andhrapradesh,secunderabad_rly.,0
2013,andhrapradesh,secunderabad_rly.,0
2001,manipur,senapati,0
2002,manipur,senapati,0
2003,manipur,senapati,0
2004,manipur,senapati,0
2005,manipur,senapati,0
2006,manipur,senapati,0
2007,manipur,senapati,0
2008,manipur,senapati,0
2009,manipur,senapati,0
2010,manipur,senapati,0
2011,manipur,senapati,0
2012,manipur,senapati,0
2013,manipur,senapati,0
2001,madhyapradesh,seoni,10
2002,madhyapradesh,seoni,3
2003,madhyapradesh,seoni,6
2004,madhyapradesh,seoni,17
2005,madhyapradesh,seoni,22
2006,madhyapradesh,seoni,11
2007,madhyapradesh,seoni,8
2008,madhyapradesh,seoni,7
2009,madhyapradesh,seoni,15
2010,madhyapradesh,seoni,18
2011,madhyapradesh,seoni,9
2012,madhyapradesh,seoni,11
2013,madhyapradesh,seoni,15
2001,mizoram,serchhip,0
2002,mizoram,serchhip,0
2003,mizoram,serchhip,0
2004,mizoram,serchhip,0
2005,mizoram,serchhip,0
2006,mizoram,serchhip,0
2007,mizoram,serchhip,0
2008,mizoram,serchhip,0
2009,mizoram,serchhip,0
2010,mizoram,serchhip,0
2011,mizoram,serchhip,0
2012,mizoram,serchhip,0
2013,mizoram,serchhip,0
2001,madhyapradesh,shahdol,9
2002,madhyapradesh,shahdol,11
2003,madhyapradesh,shahdol,13
2004,madhyapradesh,shahdol,8
2005,madhyapradesh,shahdol,13
2006,madhyapradesh,shahdol,16
2007,madhyapradesh,shahdol,10
2008,madhyapradesh,shahdol,16
2009,madhyapradesh,shahdol,11
2010,madhyapradesh,shahdol,12
2011,madhyapradesh,shahdol,21
2012,madhyapradesh,shahdol,13
2013,madhyapradesh,shahdol,9
2001,uttarpradesh,shahjahanpur,66
2002,uttarpradesh,shahjahanpur,49
2003,uttarpradesh,shahjahanpur,28
2004,uttarpradesh,shahjahanpur,41
2005,uttarpradesh,shahjahanpur,25
2006,uttarpradesh,shahjahanpur,34
2007,uttarpradesh,shahjahanpur,56
2008,uttarpradesh,shahjahanpur,68
2009,uttarpradesh,shahjahanpur,54
2010,uttarpradesh,shahjahanpur,50
2011,uttarpradesh,shahjahanpur,47
2012,uttarpradesh,shahjahanpur,51
2013,uttarpradesh,shahjahanpur,43
2001,madhyapradesh,shajapur,8
2002,madhyapradesh,shajapur,9
2003,madhyapradesh,shajapur,10
2004,madhyapradesh,shajapur,15
2005,madhyapradesh,shajapur,6
2006,madhyapradesh,shajapur,11
2007,madhyapradesh,shajapur,7
2008,madhyapradesh,shajapur,12
2009,madhyapradesh,shajapur,8
2010,madhyapradesh,shajapur,11
2011,madhyapradesh,shajapur,8
2012,madhyapradesh,shajapur,7
2013,madhyapradesh,shajapur,2
2001,bihar,sheikhpura,9
2002,bihar,sheikhpura,5
2003,bihar,sheikhpura,6
2004,bihar,sheikhpura,6
2005,bihar,sheikhpura,12
2006,bihar,sheikhpura,11
2007,bihar,sheikhpura,3
2008,bihar,sheikhpura,7
2009,bihar,sheikhpura,8
2010,bihar,sheikhpura,5
2011,bihar,sheikhpura,8
2012,bihar,sheikhpura,8
2013,bihar,sheikhpura,8
2001,bihar,sheohar,3
2002,bihar,sheohar,7
2003,bihar,sheohar,7
2004,bihar,sheohar,5
2005,bihar,sheohar,1
2006,bihar,sheohar,3
2007,bihar,sheohar,1
2008,bihar,sheohar,7
2009,bihar,sheohar,7
2010,bihar,sheohar,2
2011,bihar,sheohar,5
2012,bihar,sheohar,9
2013,bihar,sheohar,7
2001,madhyapradesh,sheopur,6
2002,madhyapradesh,sheopur,5
2003,madhyapradesh,sheopur,1
2004,madhyapradesh,sheopur,3
2005,madhyapradesh,sheopur,1
2006,madhyapradesh,sheopur,2
2007,madhyapradesh,sheopur,3
2008,madhyapradesh,sheopur,0
2009,madhyapradesh,sheopur,5
2010,madhyapradesh,sheopur,3
2011,madhyapradesh,sheopur,2
2012,madhyapradesh,sheopur,5
2013,madhyapradesh,sheopur,5
2001,himachalpradesh,shimla,2
2002,himachalpradesh,shimla,0
2003,himachalpradesh,shimla,2
2004,himachalpradesh,shimla,1
2005,himachalpradesh,shimla,0
2006,himachalpradesh,shimla,0
2007,himachalpradesh,shimla,1
2008,himachalpradesh,shimla,0
2009,himachalpradesh,shimla,0
2010,himachalpradesh,shimla,0
2011,himachalpradesh,shimla,0
2012,himachalpradesh,shimla,0
2013,himachalpradesh,shimla,0
2001,karnataka,shimoga,6
2002,karnataka,shimoga,4
2003,karnataka,shimoga,4
2004,karnataka,shimoga,5
2005,karnataka,shimoga,7
2006,karnataka,shimoga,5
2007,karnataka,shimoga,3
2008,karnataka,shimoga,3
2009,karnataka,shimoga,5
2010,karnataka,shimoga,4
2011,karnataka,shimoga,6
2012,karnataka,shimoga,6
2013,karnataka,shimoga,5
2001,madhyapradesh,shivpuri,14
2002,madhyapradesh,shivpuri,6
2003,madhyapradesh,shivpuri,13
2004,madhyapradesh,shivpuri,7
2005,madhyapradesh,shivpuri,2
2006,madhyapradesh,shivpuri,33
2007,madhyapradesh,shivpuri,23
2008,madhyapradesh,shivpuri,16
2009,madhyapradesh,shivpuri,16
2010,madhyapradesh,shivpuri,7
2011,madhyapradesh,shivpuri,13
2012,madhyapradesh,shivpuri,9
2013,madhyapradesh,shivpuri,14
2001,uttarpradesh,shrawasti,4
2002,uttarpradesh,shrawasti,3
2003,uttarpradesh,shrawasti,4
2004,uttarpradesh,shrawasti,6
2005,uttarpradesh,shrawasti,6
2006,uttarpradesh,shrawasti,16
2007,uttarpradesh,shrawasti,4
2008,uttarpradesh,shrawasti,6
2009,uttarpradesh,shrawasti,9
2010,uttarpradesh,shrawasti,16
2011,uttarpradesh,shrawasti,16
2012,uttarpradesh,shrawasti,18
2013,uttarpradesh,shrawasti,18
2001,arunachalpradesh,siang_east,0
2002,arunachalpradesh,siang_east,0
2003,arunachalpradesh,siang_east,0
2004,arunachalpradesh,siang_east,0
2005,arunachalpradesh,siang_east,0
2006,arunachalpradesh,siang_east,0
2007,arunachalpradesh,siang_east,0
2008,arunachalpradesh,siang_east,0
2009,arunachalpradesh,siang_east,0
2010,arunachalpradesh,siang_east,0
2011,arunachalpradesh,siang_east,0
2012,arunachalpradesh,siang_east,0
2013,arunachalpradesh,siang_east,0
2001,arunachalpradesh,siang_upper,0
2002,arunachalpradesh,siang_upper,0
2003,arunachalpradesh,siang_upper,0
2004,arunachalpradesh,siang_upper,0
2005,arunachalpradesh,siang_upper,0
2006,arunachalpradesh,siang_upper,0
2007,arunachalpradesh,siang_upper,0
2008,arunachalpradesh,siang_upper,0
2009,arunachalpradesh,siang_upper,0
2010,arunachalpradesh,siang_upper,0
2011,arunachalpradesh,siang_upper,0
2012,arunachalpradesh,siang_upper,0
2013,arunachalpradesh,siang_upper,0
2001,arunachalpradesh,siang_west,0
2002,arunachalpradesh,siang_west,0
2003,arunachalpradesh,siang_west,0
2004,arunachalpradesh,siang_west,0
2005,arunachalpradesh,siang_west,0
2006,arunachalpradesh,siang_west,0
2007,arunachalpradesh,siang_west,0
2008,arunachalpradesh,siang_west,0
2009,arunachalpradesh,siang_west,0
2010,arunachalpradesh,siang_west,0
2011,arunachalpradesh,siang_west,0
2012,arunachalpradesh,siang_west,0
2013,arunachalpradesh,siang_west,0
2001,assam,sibsagar,0
2002,assam,sibsagar,6
2003,assam,sibsagar,4
2004,assam,sibsagar,0
2005,assam,sibsagar,2
2006,assam,sibsagar,3
2007,assam,sibsagar,0
2008,assam,sibsagar,4
2009,assam,sibsagar,4
2010,assam,sibsagar,2
2011,assam,sibsagar,8
2012,assam,sibsagar,5
2013,assam,sibsagar,5
2001,uttarpradesh,sidharthnagar,13
2002,uttarpradesh,sidharthnagar,6
2003,uttarpradesh,sidharthnagar,8
2004,uttarpradesh,sidharthnagar,16
2005,uttarpradesh,sidharthnagar,12
2006,uttarpradesh,sidharthnagar,15
2007,uttarpradesh,sidharthnagar,9
2008,uttarpradesh,sidharthnagar,16
2009,uttarpradesh,sidharthnagar,14
2010,uttarpradesh,sidharthnagar,15
2011,uttarpradesh,sidharthnagar,17
2012,uttarpradesh,sidharthnagar,8
2013,uttarpradesh,sidharthnagar,8
2001,madhyapradesh,sidhi,27
2002,madhyapradesh,sidhi,36
2003,madhyapradesh,sidhi,17
2004,madhyapradesh,sidhi,17
2005,madhyapradesh,sidhi,23
2006,madhyapradesh,sidhi,21
2007,madhyapradesh,sidhi,24
2008,madhyapradesh,sidhi,18
2009,madhyapradesh,sidhi,20
2010,madhyapradesh,sidhi,26
2011,madhyapradesh,sidhi,16
2012,madhyapradesh,sidhi,18
2013,madhyapradesh,sidhi,17
2001,madhyapradesh,sihore,5
2002,madhyapradesh,sihore,5
2003,madhyapradesh,sihore,6
2004,madhyapradesh,sihore,6
2005,madhyapradesh,sihore,14
2006,madhyapradesh,sihore,14
2007,madhyapradesh,sihore,9
2008,madhyapradesh,sihore,8
2009,madhyapradesh,sihore,9
2010,madhyapradesh,sihore,10
2011,madhyapradesh,sihore,11
2012,madhyapradesh,sihore,10
2013,madhyapradesh,sihore,14
2001,rajasthan,sikar,15
2002,rajasthan,sikar,10
2003,rajasthan,sikar,17
2004,rajasthan,sikar,17
2005,rajasthan,sikar,12
2006,rajasthan,sikar,9
2007,rajasthan,sikar,19
2008,rajasthan,sikar,15
2009,rajasthan,sikar,21
2010,rajasthan,sikar,12
2011,rajasthan,sikar,26
2012,rajasthan,sikar,18
2013,rajasthan,sikar,13
2001,westbengal,siliguri_g.r.p.,0
2002,westbengal,siliguri_g.r.p.,0
2003,westbengal,siliguri_g.r.p.,0
2004,westbengal,siliguri_g.r.p.,2
2005,westbengal,siliguri_g.r.p.,0
2006,westbengal,siliguri_g.r.p.,0
2007,westbengal,siliguri_g.r.p.,0
2008,westbengal,siliguri_g.r.p.,0
2009,westbengal,siliguri_g.r.p.,0
2010,westbengal,siliguri_g.r.p.,0
2011,westbengal,siliguri_g.r.p.,0
2012,westbengal,siliguri_g.r.p.,1
2013,westbengal,siliguri_g.r.p.,0
2001,jharkhand,simdega,1
2002,jharkhand,simdega,1
2003,jharkhand,simdega,0
2004,jharkhand,simdega,1
2005,jharkhand,simdega,0
2006,jharkhand,simdega,2
2007,jharkhand,simdega,0
2008,jharkhand,simdega,0
2009,jharkhand,simdega,0
2010,jharkhand,simdega,0
2011,jharkhand,simdega,1
2012,jharkhand,simdega,1
2013,jharkhand,simdega,0
2001,maharashtra,sindhudurg,0
2002,maharashtra,sindhudurg,1
2003,maharashtra,sindhudurg,1
2004,maharashtra,sindhudurg,0
2005,maharashtra,sindhudurg,0
2006,maharashtra,sindhudurg,3
2007,maharashtra,sindhudurg,4
2008,maharashtra,sindhudurg,0
2009,maharashtra,sindhudurg,1
2010,maharashtra,sindhudurg,0
2011,maharashtra,sindhudurg,0
2012,maharashtra,sindhudurg,0
2013,maharashtra,sindhudurg,0
2001,himachalpradesh,sirmaur,3
2002,himachalpradesh,sirmaur,0
2003,himachalpradesh,sirmaur,1
2004,himachalpradesh,sirmaur,1
2005,himachalpradesh,sirmaur,0
2006,himachalpradesh,sirmaur,1
2007,himachalpradesh,sirmaur,0
2008,himachalpradesh,sirmaur,0
2009,himachalpradesh,sirmaur,0
2010,himachalpradesh,sirmaur,0
2011,himachalpradesh,sirmaur,0
2012,himachalpradesh,sirmaur,0
2013,himachalpradesh,sirmaur,0
2001,rajasthan,sirohi,8
2002,rajasthan,sirohi,3
2003,rajasthan,sirohi,6
2004,rajasthan,sirohi,6
2005,rajasthan,sirohi,4
2006,rajasthan,sirohi,7
2007,rajasthan,sirohi,5
2008,rajasthan,sirohi,5
2009,rajasthan,sirohi,4
2010,rajasthan,sirohi,6
2011,rajasthan,sirohi,5
2012,rajasthan,sirohi,4
2013,rajasthan,sirohi,8
2001,haryana,sirsa,12
2002,haryana,sirsa,7
2003,haryana,sirsa,9
2004,haryana,sirsa,9
2005,haryana,sirsa,10
2006,haryana,sirsa,4
2007,haryana,sirsa,5
2008,haryana,sirsa,9
2009,haryana,sirsa,6
2010,haryana,sirsa,8
2011,haryana,sirsa,16
2012,haryana,sirsa,6
2013,haryana,sirsa,5
2001,bihar,sitamarhi,13
2002,bihar,sitamarhi,14
2003,bihar,sitamarhi,27
2004,bihar,sitamarhi,21
2005,bihar,sitamarhi,32
2006,bihar,sitamarhi,13
2007,bihar,sitamarhi,30
2008,bihar,sitamarhi,24
2009,bihar,sitamarhi,27
2010,bihar,sitamarhi,28
2011,bihar,sitamarhi,29
2012,bihar,sitamarhi,30
2013,bihar,sitamarhi,24
2001,uttarpradesh,sitapur,82
2002,uttarpradesh,sitapur,83
2003,uttarpradesh,sitapur,50
2004,uttarpradesh,sitapur,71
2005,uttarpradesh,sitapur,70
2006,uttarpradesh,sitapur,58
2007,uttarpradesh,sitapur,61
2008,uttarpradesh,sitapur,77
2009,uttarpradesh,sitapur,75
2010,uttarpradesh,sitapur,45
2011,uttarpradesh,sitapur,60
2012,uttarpradesh,sitapur,45
2013,uttarpradesh,sitapur,63
2001,tamilnadu,sivagangai,4
2002,tamilnadu,sivagangai,3
2003,tamilnadu,sivagangai,4
2004,tamilnadu,sivagangai,7
2005,tamilnadu,sivagangai,8
2006,tamilnadu,sivagangai,2
2007,tamilnadu,sivagangai,3
2008,tamilnadu,sivagangai,4
2009,tamilnadu,sivagangai,1
2010,tamilnadu,sivagangai,4
2011,tamilnadu,sivagangai,1
2012,tamilnadu,sivagangai,3
2013,tamilnadu,sivagangai,4
2001,bihar,siwan,32
2002,bihar,siwan,24
2003,bihar,siwan,32
2004,bihar,siwan,33
2005,bihar,siwan,31
2006,bihar,siwan,41
2007,bihar,siwan,32
2008,bihar,siwan,31
2009,bihar,siwan,42
2010,bihar,siwan,63
2011,bihar,siwan,139
2012,bihar,siwan,64
2013,bihar,siwan,45
2001,himachalpradesh,solan,2
2002,himachalpradesh,solan,0
2003,himachalpradesh,solan,0
2004,himachalpradesh,solan,0
2005,himachalpradesh,solan,1
2006,himachalpradesh,solan,1
2007,himachalpradesh,solan,3
2008,himachalpradesh,solan,0
2009,himachalpradesh,solan,0
2010,himachalpradesh,solan,0
2011,himachalpradesh,solan,0
2012,himachalpradesh,solan,0
2013,himachalpradesh,solan,0
2001,maharashtra,solapur_commr.,6
2002,maharashtra,solapur_commr.,4
2003,maharashtra,solapur_commr.,4
2004,maharashtra,solapur_commr.,2
2005,maharashtra,solapur_commr.,1
2006,maharashtra,solapur_commr.,2
2007,maharashtra,solapur_commr.,0
2008,maharashtra,solapur_commr.,0
2009,maharashtra,solapur_commr.,0
2010,maharashtra,solapur_commr.,2
2011,maharashtra,solapur_commr.,0
2012,maharashtra,solapur_commr.,1
2013,maharashtra,solapur_commr.,1
2001,maharashtra,solapur_rural,6
2002,maharashtra,solapur_rural,1
2003,maharashtra,solapur_rural,4
2004,maharashtra,solapur_rural,10
2005,maharashtra,solapur_rural,6
2006,maharashtra,solapur_rural,10
2007,maharashtra,solapur_rural,4
2008,maharashtra,solapur_rural,9
2009,maharashtra,solapur_rural,5
2010,maharashtra,solapur_rural,5
2011,maharashtra,solapur_rural,6
2012,maharashtra,solapur_rural,3
2013,maharashtra,solapur_rural,1
2001,uttarpradesh,sonbhadra,12
2002,uttarpradesh,sonbhadra,8
2003,uttarpradesh,sonbhadra,11
2004,uttarpradesh,sonbhadra,11
2005,uttarpradesh,sonbhadra,10
2006,uttarpradesh,sonbhadra,10
2007,uttarpradesh,sonbhadra,11
2008,uttarpradesh,sonbhadra,20
2009,uttarpradesh,sonbhadra,11
2010,uttarpradesh,sonbhadra,20
2011,uttarpradesh,sonbhadra,8
2012,uttarpradesh,sonbhadra,17
2013,uttarpradesh,sonbhadra,13
2001,odisha,sonepur,6
2002,odisha,sonepur,0
2003,odisha,sonepur,1
2004,odisha,sonepur,0
2005,odisha,sonepur,0
2006,odisha,sonepur,2
2007,odisha,sonepur,0
2008,odisha,sonepur,1
2009,odisha,sonepur,3
2010,odisha,sonepur,3
2011,odisha,sonepur,3
2012,odisha,sonepur,4
2013,odisha,sonepur,1
2001,haryana,sonipat,18
2002,haryana,sonipat,20
2003,haryana,sonipat,17
2004,haryana,sonipat,16
2005,haryana,sonipat,14
2006,haryana,sonipat,26
2007,haryana,sonipat,16
2008,haryana,sonipat,24
2009,haryana,sonipat,17
2010,haryana,sonipat,26
2011,haryana,sonipat,23
2012,haryana,sonipat,30
2013,haryana,sonipat,27
2001,assam,sonitpur,1
2002,assam,sonitpur,9
2003,assam,sonitpur,3
2004,assam,sonitpur,5
2005,assam,sonitpur,3
2006,assam,sonitpur,7
2007,assam,sonitpur,8
2008,assam,sonitpur,6
2009,assam,sonitpur,11
2010,assam,sonitpur,13
2011,assam,sonitpur,12
2012,assam,sonitpur,11
2013,assam,sonitpur,15
2001,sikkim,south,0
2001,tripura,south,5
2001,delhi,south,15
2002,sikkim,south,0
2002,tripura,south,4
2002,delhi,south,22
2003,sikkim,south,0
2003,tripura,south,3
2003,delhi,south,24
2004,sikkim,south,0
2004,tripura,south,8
2004,delhi,south,21
2005,sikkim,south,0
2005,tripura,south,11
2005,delhi,south,19
2006,sikkim,south,0
2006,tripura,south,9
2006,delhi,south,19
2007,sikkim,south,0
2007,tripura,south,10
2007,delhi,south,22
2008,sikkim,south,0
2008,tripura,south,6
2008,delhi,south,8
2009,sikkim,south,0
2009,tripura,south,8
2009,delhi,south,10
2010,sikkim,south,0
2010,tripura,south,10
2010,delhi,south,9
2011,sikkim,south,0
2011,tripura,south,5
2011,delhi,south,11
2012,sikkim,south,0
2012,tripura,south,5
2012,a&nislands,south,2
2012,delhi,south,17
2013,sikkim,south,0
2013,tripura,south,5
2013,a&nislands,south,1
2013,delhi,south,10
2001,goa,south_goa,0
2002,goa,south_goa,1
2003,goa,south_goa,1
2004,goa,south_goa,0
2005,goa,south_goa,2
2006,goa,south_goa,0
2007,goa,south_goa,0
2008,goa,south_goa,2
2009,goa,south_goa,2
2010,goa,south_goa,0
2011,goa,south_goa,0
2012,goa,south_goa,0
2013,goa,south_goa,0
2001,andhrapradesh,srikakulam,6
2002,andhrapradesh,srikakulam,4
2003,andhrapradesh,srikakulam,7
2004,andhrapradesh,srikakulam,14
2005,andhrapradesh,srikakulam,9
2006,andhrapradesh,srikakulam,3
